Mod:Item:MetaData, Localized Name
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered IV"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered IV"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered V"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered V"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Glider"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Glider"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Fork"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Fork"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Jump"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Jump"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Jump II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Jump II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Jump III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Jump III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Night Vision"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Night Vision"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Padding"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Padding"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Sound Locator"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Sound Locator"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Speed"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Speed"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Speed II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Speed II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Speed III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Speed III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Spoon"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Spoon"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Step Assist"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Step Assist"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Flippers"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Flippers"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive IV"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive IV"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive V"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive V"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "The One Probe"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "The One Probe"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Travel"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Travel"
enderio:block_death_pouch, Death Urn
enderio:item_owl_egg, Owl Egg
enderio:block_alloy_endergy:0, Crude Steel Block
enderio:block_alloy_endergy:1, Crystalline Alloy Block
enderio:block_alloy_endergy:2, Melodic Alloy Block
enderio:block_alloy_endergy:3, Stellar Alloy Block
enderio:block_alloy_endergy:4, Crystalline Pink Slime Block
enderio:block_alloy_endergy:5, Energetic Silver Block
enderio:block_alloy_endergy:6, Vivid Alloy Block
enderio:item_alloy_endergy_ingot:0, Crude Steel Ingot
enderio:item_alloy_endergy_ingot:1, Crystalline Alloy Ingot
enderio:item_alloy_endergy_ingot:2, Melodic Alloy Ingot
enderio:item_alloy_endergy_ingot:3, Stellar Alloy Ingot
enderio:item_alloy_endergy_ingot:4, Crystalline Pink Slime Ingot
enderio:item_alloy_endergy_ingot:5, Energetic Silver Ingot
enderio:item_alloy_endergy_ingot:6, Vivid Alloy Ingot
enderio:item_alloy_endergy_nugget:0, Crude Steel Nugget
enderio:item_alloy_endergy_nugget:1, Crystalline Alloy Nugget
enderio:item_alloy_endergy_nugget:2, Melodic Alloy Nugget
enderio:item_alloy_endergy_nugget:3, Stellar Alloy Nugget
enderio:item_alloy_endergy_nugget:4, Crystalline Pink Slime Nugget
enderio:item_alloy_endergy_nugget:5, Energetic Silver Nugget
enderio:item_alloy_endergy_nugget:6, Vivid Alloy Nugget
enderio:item_alloy_endergy_ball:0, Crude Steel Grinding Ball
enderio:item_alloy_endergy_ball:1, Crystalline Alloy Grinding Ball
enderio:item_alloy_endergy_ball:2, Melodic Alloy Grinding Ball
enderio:item_alloy_endergy_ball:3, Stellar Alloy Grinding Ball
enderio:item_alloy_endergy_ball:4, Crystalline Pink Slime Grinding Ball
enderio:item_alloy_endergy_ball:5, Energetic Silver Grinding Ball
enderio:item_alloy_endergy_ball:6, Vivid Alloy Grinding Ball
enderio:item_item_conduit:0, Item Conduit
enderio:item_liquid_conduit:0, Fluid Conduit
enderio:item_liquid_conduit:1, Pressurized Fluid Conduit
enderio:item_liquid_conduit:2, Ender Fluid Conduit
enderio:item_power_conduit:0, Energy Conduit
enderio:item_power_conduit:1, Enhanced Energy Conduit
enderio:item_power_conduit:2, Ender Energy Conduit
enderio:item_redstone_conduit:0, Redstone Conduit
enderio:item_extract_speed_upgrade:0, Extract Speed Upgrade
enderio:item_extract_speed_downgrade:0, Extract Speed Downgrade
enderio:block_cap_bank:0, Creative Capacitor Bank
enderio:block_cap_bank:1, Basic Capacitor Bank
enderio:block_cap_bank:1, Basic Capacitor Bank
enderio:block_cap_bank:2, Capacitor Bank
enderio:block_cap_bank:2, Capacitor Bank
enderio:block_cap_bank:3, Vibrant Capacitor Bank
enderio:block_cap_bank:3, Vibrant Capacitor Bank
enderio:block_gauge, Energy Gauge
enderio:block_power_monitor, Power Monitor
enderio:block_advanced_power_monitor, Graphical Power Monitor
enderio:item_capacitor_grainy, Grainy Capacitor
enderio:item_capacitor_crystalline, Crystalline Capacitor
enderio:item_capacitor_melodic, Melodic Capacitor
enderio:item_capacitor_stellar, Stellar Capacitor
enderio:item_capacitor_totemic, Totemic Capacitor
enderio:item_endergy_conduit:0, Crude Energy Conduit
enderio:item_endergy_conduit:1, Iron Energy Conduit
enderio:item_endergy_conduit:2, Aluminium Energy Conduit
enderio:item_endergy_conduit:3, Gold Energy Conduit
enderio:item_endergy_conduit:4, Copper Energy Conduit
enderio:item_endergy_conduit:5, Silver Energy Conduit
enderio:item_endergy_conduit:6, Electrum Energy Conduit
enderio:item_endergy_conduit:7, Energetic Silver Energy Conduit
enderio:item_endergy_conduit:8, Crystalline Energy Conduit
enderio:item_endergy_conduit:9, Crystalline Pink Slime Energy Conduit
enderio:item_endergy_conduit:10, Melodic Energy Conduit
enderio:item_endergy_conduit:11, Stellar Energy Conduit
enderio:item_capacitor_silver, Silver Capacitor
enderio:item_capacitor_energetic_silver, Endergetic Silver Capacitor
enderio:item_capacitor_vivid, Endergised Capacitor
enderio:item_stellar_alloy_sword, The Ender Mark IV
enderio:item_stellar_alloy_pickaxe, Stellar Pickaxe
enderio:item_stellar_alloy_axe, Stellar Axe
enderio:item_stellar_alloy_helmet, Stellar Helmet
enderio:item_stellar_alloy_boots, Stellar Boots
enderio:item_stellar_alloy_chestplate, Stellar Chestplate
enderio:item_stellar_alloy_leggings, Stellar Leggings
excompressum:compressed_block:0, Compressed Dust
excompressum:compressed_block:1, Compressed Cobblestone
excompressum:compressed_block:2, Compressed Gravel
excompressum:compressed_block:3, Compressed Sand
excompressum:compressed_block:4, Compressed Dirt
excompressum:compressed_block:5, Compressed Flint
excompressum:compressed_block:6, Compressed Nether Gravel
excompressum:compressed_block:7, Compressed Ender Gravel
excompressum:compressed_block:8, Compressed Soul Sand
excompressum:compressed_block:9, Compressed Netherrack
excompressum:compressed_block:10, Compressed End Stone
excompressum:heavy_sieve:0, Heavy Oak Sieve
excompressum:heavy_sieve:1, Heavy Spruce Sieve
excompressum:heavy_sieve:2, Heavy Birch Sieve
excompressum:heavy_sieve:3, Heavy Jungle Sieve
excompressum:heavy_sieve:4, Heavy Acacia Sieve
excompressum:heavy_sieve:5, Heavy Dark Oak Sieve
excompressum:wooden_crucible:0, Oak Crucible
excompressum:wooden_crucible:1, Spruce Crucible
excompressum:wooden_crucible:2, Birch Crucible
excompressum:wooden_crucible:3, Jungle Crucible
excompressum:wooden_crucible:4, Acacia Crucible
excompressum:wooden_crucible:5, Dark Oak Crucible
excompressum:bait:0, Wolf Bait
excompressum:bait:1, Ocelot Bait
excompressum:bait:2, Cow Bait
excompressum:bait:3, Pig Bait
excompressum:bait:4, Chicken Bait
excompressum:bait:5, Sheep Bait
excompressum:bait:6, Squid Bait
excompressum:bait:7, Rabbit Bait
excompressum:bait:8, Horse Bait
excompressum:bait:9, Donkey Bait
excompressum:bait:10, Polar Bear Bait
excompressum:bait:11, Llama Bait
excompressum:bait:12, Parrot Bait
excompressum:auto_hammer, Auto Hammer
excompressum:auto_compressed_hammer, Auto Compressed Hammer
excompressum:auto_sieve, Auto Sieve
excompressum:auto_heavy_sieve, Auto Heavy Sieve
excompressum:auto_compressor, Auto Compressor
excompressum:auto_compressor_rationing, Auto Compressor (Rationing)
excompressum:chicken_stick, Chicken Stick
excompressum:compressed_hammer_wood, Compressed Wooden Hammer
excompressum:compressed_hammer_stone, Compressed Stone Hammer
excompressum:compressed_hammer_iron, Compressed Iron Hammer
excompressum:compressed_hammer_gold, Compressed Gold Hammer
excompressum:compressed_hammer_diamond, Compressed Diamond Hammer
excompressum:double_compressed_diamond_hammer, Double Compressed Diamond Hammer
excompressum:compressed_crook, Compressed Crook
excompressum:iron_mesh, Iron Mesh
excompressum:wood_chippings, Wood Chippings
excompressum:uncompressed_coal, Uncompressed Coal
excompressum:bat_zapper, Bat Zapper
excompressum:ore_smasher, Ore Smasher
excompressum:ugly_steel_plating, Ugly Steel Plating
extendedcrafting:storage:0, Block of Black Iron
extendedcrafting:storage:1, Block of Luminessence
extendedcrafting:storage:2, Block of Nether Stars
extendedcrafting:storage:3, Block of Crystaltine
extendedcrafting:storage:4, Block of The Ultimate
extendedcrafting:storage:5, Block of Ender
extendedcrafting:storage:6, Block of Ender Stars
extendedcrafting:storage:7, Block of Enhanced Ender
extendedcrafting:frame, Black Iron Frame
extendedcrafting:lamp:0, Black Iron Lamp
extendedcrafting:lamp:1, Black Iron Lamp
extendedcrafting:trimmed:0, Block of Black Iron
extendedcrafting:trimmed:1, Block of Black Iron
extendedcrafting:trimmed:2, Block of Black Iron
extendedcrafting:trimmed:3, Block of Black Iron
extendedcrafting:trimmed:4, Block of Black Iron
extendedcrafting:trimmed:5, Block of Black Iron
extendedcrafting:crafting_table, Crafting Table
extendedcrafting:pedestal, Pedestal
extendedcrafting:crafting_core, Crafting Core
extendedcrafting:interface, Automation Interface
extendedcrafting:table_basic, Basic Crafting Table
extendedcrafting:table_advanced, Advanced Crafting Table
extendedcrafting:table_elite, Elite Crafting Table
extendedcrafting:table_ultimate, Ultimate Crafting Table
extendedcrafting:compressor, Quantum Compressor
extendedcrafting:ender_alternator, Ender Alternator
extendedcrafting:ender_crafter, Ender Crafter
extendedcrafting:guide, Extended Crafting Guide
extendedcrafting:material:0, Black Iron Ingot
extendedcrafting:material:1, Black Iron Nugget
extendedcrafting:material:2, Black Iron Slate
extendedcrafting:material:3, Black Iron Rod
extendedcrafting:material:7, Luminessence
extendedcrafting:material:8, Basic Catalyst
extendedcrafting:material:9, Advanced Catalyst
extendedcrafting:material:10, Elite Catalyst
extendedcrafting:material:11, Ultimate Catalyst
extendedcrafting:material:12, Crystaltine Catalyst
extendedcrafting:material:13, The Ultimate Catalyst
extendedcrafting:material:14, Basic Component
extendedcrafting:material:15, Advanced Component
extendedcrafting:material:16, Elite Component
extendedcrafting:material:17, Ultimate Component
extendedcrafting:material:18, Crystaltine Component
extendedcrafting:material:19, The Ultimate Component
extendedcrafting:material:24, Crystaltine Ingot
extendedcrafting:material:25, Crystaltine Nugget
extendedcrafting:material:32, The Ultimate Ingot
extendedcrafting:material:33, The Ultimate Nugget
extendedcrafting:material:36, Ender Ingot
extendedcrafting:material:37, Ender Nugget
extendedcrafting:material:40, Ender Star
extendedcrafting:material:41, Ender Star Nugget
extendedcrafting:material:48, Enhanced Ender Ingot
extendedcrafting:material:49, Enhanced Ender Nugget
extendedcrafting:material:128, Diamond Nugget
extendedcrafting:material:129, Emerald Nugget
extendedcrafting:material:140, Nether Star Nugget
extendedcrafting:handheld_table, Handheld Crafting Table
extendedcrafting:recipe_maker:0, Recipe Maker
extendedcrafting:singularity:0, Coal Singularity
extendedcrafting:singularity:1, Iron Singularity
extendedcrafting:singularity:2, Lapis Lazuli Singularity
extendedcrafting:singularity:3, Redstone Singularity
extendedcrafting:singularity:4, Glowstone Singularity
extendedcrafting:singularity:5, Gold Singularity
extendedcrafting:singularity:6, Diamond Singularity
extendedcrafting:singularity:7, Emerald Singularity
extendedcrafting:singularity:16, Aluminum Singularity
extendedcrafting:singularity:17, Copper Singularity
extendedcrafting:singularity:18, Tin Singularity
extendedcrafting:singularity:19, Bronze Singularity
extendedcrafting:singularity:20, Zinc Singularity
extendedcrafting:singularity:21, Brass Singularity
extendedcrafting:singularity:22, Silver Singularity
extendedcrafting:singularity:23, Lead Singularity
extendedcrafting:singularity:24, Steel Singularity
extendedcrafting:singularity:25, Nickel Singularity
extendedcrafting:singularity:26, Constantan Singularity
extendedcrafting:singularity:27, Electrum Singularity
extendedcrafting:singularity:28, Invar Singularity
extendedcrafting:singularity:29, Mithril Singularity
extendedcrafting:singularity:30, Tungsten Singularity
extendedcrafting:singularity:31, Titanium Singularity
extendedcrafting:singularity:32, Uranium Singularity
extendedcrafting:singularity:33, Chrome Singularity
extendedcrafting:singularity:34, Platinum Singularity
extendedcrafting:singularity:35, Iridium Singularity
extendedcrafting:singularity:48, Signalum Singularity
extendedcrafting:singularity:49, Lumium Singularity
extendedcrafting:singularity:50, Enderium Singularity
extendedcrafting:singularity:64, Ardite Singularity
extendedcrafting:singularity:65, Cobalt Singularity
extendedcrafting:singularity:66, Manyullyn Singularity
extendedcrafting:singularity_ultimate, The Ultimate Singularity
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
